Date,TSLA,AMZN,MSFT,NVDA,FB,BB,ITUB,GME,CLF,WSBC,CLNE,WKHS,AAPL,NOK
3/22/2019,52.906,1764.77,114.096,176.5987,164.34,9.02,7.8929,10.45,8.1615,34.2276,3.2,0.766,46.7034,5.7583
3/25/2019,52.084,1774.26,114.6906,172.8976,166.29,8.83,7.9571,10.14,8.2232,34.8996,3.15,0.765,46.1387,5.7485
3/26/2019,53.554,1783.76,114.9343,175.9719,167.68,8.82,8.0579,10.35,8.3109,35.9258,3.19,0.7402,45.6621,5.6995
3/27/2019,54.966,1765.7,113.8231,175.6038,165.87,8.76,7.6454,10.29,8.3723,35.8441,3.09,0.6938,46.0727,5.6995
3/28/2019,55.724,1773.42,113.979,176.35,165.55,8.88,7.9663,10.19,8.5302,36.3799,3.18,0.626,46.1339,5.5722
3/29/2019,55.972,1780.75,114.9635,178.6482,166.69,10.09,8.0763,10.16,8.7674,36.0983,3.09,0.615,46.4345,5.6016
4/1/2019,57.836,1814.19,116.0163,181.3544,168.7,9.62,8.0888,10.37,9.1094,37.0065,3.17,0.658,46.7499,5.6506
4/2/2019,57.176,1813.98,116.182,182.0708,174.2,9.6,8.0429,10.1,9.0131,36.4616,3.14,0.6602,47.4295,5.6897
4/3/2019,58.362,1820.7,116.9423,187.6622,173.54,9.58,7.887,9.63,9.2587,36.4798,3.05,0.6299,47.7546,5.7779
4/4/2019,53.556,1818.86,116.3477,187.3041,176.02,9.31,8.0796,10.03,9.2409,37.3879,3.03,0.671,47.8377,5.7779
4/5/2019,54.992,1837.28,116.8643,189.9804,175.72,9.32,8.1896,9.86,9.2939,37.624,3.15,0.6215,48.158,5.7975
4/8/2019,54.64,1849.86,116.9033,190.8161,174.93,9.36,8.1896,9.94,9.426,37.4242,3.14,0.618,48.9158,5.8366
4/9/2019,54.462,1835.84,116.2697,188.299,177.58,9.31,8.1163,9.82,9.0382,36.843,3.06,0.6196,48.7691,5.7387
4/10/2019,55.212,1847.33,117.1568,191.1246,177.82,9.3,8.1621,9.97,9.1704,37.5241,3.19,0.6011,49.0429,5.7289
4/11/2019,53.684,1844.07,117.2932,190.5674,177.51,9.37,7.9695,9.76,8.8619,37.4515,3.27,0.6116,48.6346,5.7485
4/12/2019,53.54,1843.06,117.8976,189.0452,179.1,9.27,7.7861,9.32,8.9149,38.0599,3.23,0.6569,48.6151,5.817
4/15/2019,53.276,1844.87,117.9951,183.7621,179.65,9.2,7.8136,8.94,9.0295,37.4515,3.27,0.6255,48.7031,5.5233
4/16/2019,54.672,1863.04,117.7221,187.2543,178.87,9.3,7.7586,9.08,8.4386,38.3051,3.23,0.638,48.708,5.5624
4/17/2019,54.246,1864.82,118.6969,186.339,178.78,9.21,7.5844,8.94,8.4827,37.2063,3.22,0.5111,49.6565,5.6995
4/18/2019,54.652,1861.69,120.2565,185.354,178.28,9.21,7.6944,8.77,8.2623,36.28,3.15,0.56,49.8349,5.6897
4/22/2019,52.55,1887.31,120.6367,187.513,181.44,9.26,7.6485,8.65,8.1387,35.5353,3.21,0.5511,49.9987,5.6897
4/23/2019,52.78,1923.77,122.2743,189.7018,183.78,9.2,7.7769,8.89,8.3681,36.6886,3.43,0.6349,50.7199,5.6799
4/24/2019,51.732,1901.75,121.8551,190.1993,182.58,8.91,7.6394,9.01,8.4196,36.6341,3.32,0.6985,50.6416,5.6702
4/25/2019,49.526,1902.25,125.8906,185.9609,193.26,9.05,7.7953,8.95,8.6143,36.4798,3.24,0.7397,50.1821,5.1903
4/26/2019,47.028,1950.63,126.612,177.1857,191.49,9.19,7.8778,8.89,8.9328,36.7794,3.22,0.8699,49.9425,5.2491
4/29/2019,48.294,1938.43,126.495,178.4194,194.78,9.29,7.8228,8.76,8.7382,37.0246,3.21,0.8246,50.0183,5.2099
4/30/2019,47.738,1926.52,127.304,180.0809,193.4,9.18,7.9328,8.65,8.8443,36.616,3.14,0.83,49.0551,5.1707
5/1/2019,46.802,1911.52,124.6527,179.5536,193.03,9.07,7.8228,8.51,8.5079,36.2346,3.08,0.88,51.463,5.112
5/2/2019,48.82,1900.82,123.0248,182.2598,192.53,9.22,7.8904,8.77,8.7292,36.5161,3.06,0.932,51.1281,5.0826
5/3/2019,51.006,1962.46,125.6469,182.0807,195.47,9.39,7.8812,8.97,9.1187,37.0973,3.2,0.94,51.7637,5.0728
5/6/2019,51.068,1950.55,124.9159,178.9368,193.88,9.16,7.6519,8.85,9.1012,36.9429,3.2,0.88,50.9643,5.0336
5/7/2019,49.412,1921,122.3522,172.231,189.77,8.99,7.5601,8.77,8.9683,36.7522,3.18,0.8425,49.5905,4.9357
5/8/2019,48.968,1917.77,122.3425,173.0369,189.54,8.93,7.6794,8.69,8.9153,36.3163,3.1,2.65,49.6003,4.8769
5/9/2019,48.396,1899.87,122.3328,169.3258,188.65,8.84,7.5509,8.52,9.048,36.0802,3.07,2.05,49.0673,4.8475
5/10/2019,47.904,1889.98,123.9216,167.9628,188.34,8.83,7.5509,8.48,9.0746,36.0983,2.95,1.82,48.3876,4.828
5/13/2019,45.402,1822.68,120.237,157.6454,181.54,8.36,7.3399,8.26,8.7115,34.5545,2.86,2.09,45.5753,4.7202
5/14/2019,46.462,1840.12,121.5822,161.2172,180.73,8.47,7.3491,8.53,8.8267,35.3537,2.85,1.95,46.2968,4.6713
5/15/2019,46.39,1871.15,123.2943,158.7697,186.27,8.57,7.2757,8.69,8.7913,34.8179,2.83,1.96,46.8514,4.6713
5/16/2019,45.666,1907.57,126.1414,159.3766,186.99,8.63,7.1472,8.67,8.9062,34.9632,2.84,1.51,46.6453,4.8573
5/17/2019,42.206,1869,125.3,155.7352,185.3,8.45,7.0371,8.61,8.871,34.7997,2.76,1.48,46.3802,4.8377
5/20/2019,41.072,1858.97,123.49,150.9795,182.72,8.19,7.239,8.06,8.3928,34.5182,2.78,1.4,44.9299,4.9748
5/21/2019,41.016,1857.52,124.1553,154.2727,184.82,8.25,7.5509,8.13,8.5963,34.7271,2.78,1.7,45.7913,4.9944
5/22/2019,38.546,1859.68,124.9086,151.4272,185.32,8.31,7.6335,7.9,8.384,34.391,3,1.59,44.8539,5.0797
5/23/2019,39.098,1815.48,123.4509,146.572,180.87,8.04,7.6243,7.7,8.2422,33.4012,2.97,1.44,44.0882,4.9213
5/24/2019,38.126,1823.28,123.5096,144.413,181.06,8.07,7.5968,7.82,8.2761,33.7917,2.86,1.6,43.9189,5.0698
5/28/2019,37.74,1836.43,123.4313,142.6022,184.31,8.05,7.7161,7.74,8.2139,33.4012,2.8,1.73,43.7373,4.9609
5/29/2019,37.972,1819.19,122.2377,139.6274,182.19,7.9,7.9638,7.57,8.0452,33.3739,2.76,1.73,43.5287,4.9906
5/30/2019,37.644,1816.32,123.0106,138.5616,183.01,7.92,8.0647,7.6,7.8318,32.9471,2.73,1.6,43.7545,5.0401
5/31/2019,37.032,1775.07,121.0049,134.926,177.47,7.85,8.1657,7.58,7.7337,32.266,2.67,1.45,42.9618,5.0005
6/3/2019,35.794,1692.69,117.248,133.2526,164.15,7.81,8.224,7.47,7.9739,32.1661,2.6,1.71,42.5275,4.9411
6/4/2019,38.72,1729.56,120.4962,142.4363,167.5,8.04,8.3066,7.82,8.5338,33.1287,2.65,1.73,44.0833,4.9807
6/5/2019,39.318,1738.5,123.1084,140.7231,168.17,7.9,8.1231,5.04,8.5517,32.7564,2.59,2.16,44.795,5.0005
6/6/2019,41.19,1754.36,125.0554,143.2132,168.33,7.84,8.1781,5.13,8.7474,32.3259,2.53,2.08,45.4526,4.9708
6/7/2019,40.9,1804.03,128.558,144.9264,173.35,7.94,8.3066,5.02,8.5163,32.2343,2.54,2.28,46.6624,5.0302
6/10/2019,42.576,1860.63,129.732,147.8449,174.82,7.92,8.2332,5.44,8.374,32.5549,2.56,2.85,47.2588,4.9312
6/11/2019,43.42,1863.7,129.2428,150.1557,178.1,8.26,8.2975,5.72,8.5338,32.6373,2.54,2.59,47.806,5.1094
6/12/2019,41.852,1855.32,128.646,145.6237,175.04,8.73,8.224,5.5,8.5427,32.3167,2.47,2.43,47.6538,5.05
6/13/2019,42.782,1870.3,129.4581,147.6755,177.47,8.68,8.1231,5.7,8.7384,32.3442,2.56,2.4,47.644,5.0302
6/14/2019,42.984,1869.67,129.5853,144.0698,181.33,8.55,8.0038,5.63,8.5427,32.39,2.62,2.53,47.298,4.9015
6/17/2019,45.006,1886.03,129.9766,144.4583,189.01,8.61,8.0038,5.7,8.5517,32.619,2.58,2.42,47.5802,4.9213
6/18/2019,44.948,1901.37,132.2366,152.2773,188.47,8.72,8.2332,5.73,8.934,32.8663,2.63,2.35,48.6992,4.9609
6/19/2019,45.286,1908.79,132.7552,152.5164,187.48,8.96,8.3893,5.63,9.2005,33.4343,2.61,2.16,48.5569,4.9906
6/20/2019,43.924,1918.19,133.9879,153.4925,189.53,8.64,8.5545,5.53,9.1118,33.1411,2.65,2.32,48.9471,5.1193
6/21/2019,44.372,1911.3,134.0075,151.1617,191.14,8.48,8.6004,5.42,8.9429,33.2602,2.7,2.73,48.7802,5.1094
6/24/2019,44.728,1913.9,134.8,152.0582,192.6,8.47,8.6463,5.37,8.7293,33.3885,2.56,2.64,48.7311,4.9906
6/25/2019,43.952,1878.27,130.5441,150.8828,188.84,8.29,8.4902,5.45,8.7293,33.764,2.53,2.85,47.9925,4.9411
6/26/2019,43.854,1897.83,131.0332,158.6322,187.66,7.56,8.6646,5.47,9.0672,33.6449,2.54,2.92,49.0305,4.9708
6/27/2019,44.568,1904.28,131.2485,162.5865,189.5,7.38,8.6279,5.54,9.2629,34.3686,2.58,2.84,49.0158,4.9213
6/28/2019,44.692,1893.63,131.0626,163.5826,193,7.46,8.6463,5.47,9.4853,35.3121,2.67,2.94,48.5692,4.9609
7/1/2019,45.434,1922.19,132.7454,165.5149,193,7.48,8.6313,5.36,9.6274,35.2205,2.6,2.97,49.46,4.9807
7/2/2019,44.91,1934.31,133.6259,161.5905,195,7.45,8.5762,5.38,9.7253,34.7899,2.5,2.75,49.7495,5.0104
7/3/2019,46.98,1939,134.4869,162.1084,197.2,7.53,8.6221,5.31,9.8503,34.7808,2.46,2.8,50.1618,5.0698
7/5/2019,46.62,1942.91,134.0956,159.5984,196.4,7.41,8.9251,5.52,9.707,35.193,2.51,2.8,50.1176,5.0104
7/8/2019,46.068,1952.32,133.9977,156.5903,195.76,7.13,8.9435,5.45,9.4569,34.9182,2.5,2.84,49.0845,4.9906
7/9/2019,46.012,1988.3,133.5085,156.6899,199.21,7.25,8.971,5.31,9.2872,34.9823,2.61,3,49.3839,4.9807
7/10/2019,47.784,2017.41,134.8685,159.429,202.73,7.07,9.0353,5.18,9.1531,34.8357,2.7,3.15,49.8722,5.0104
7/11/2019,47.72,2001.07,135.4066,165.6245,201.23,7.1,9.0537,4.84,9.1531,34.8541,2.68,3.32,49.5091,5.0104
7/12/2019,49.016,2011,135.8958,166.9493,204.87,7.2,8.9527,4.91,9.3944,35.1838,2.75,3.49,49.8894,5.05
7/15/2019,50.7,2020.99,135.8958,166.6106,203.91,7.19,8.8241,4.75,9.5198,34.451,2.76,3.89,50.3581,5.05
7/16/2019,50.476,2009.9,134.1151,166.4214,203.84,7.14,8.8333,4.63,9.8056,34.4785,2.74,3.69,50.1839,5.0698
7/17/2019,50.972,1992.03,133.3226,169.041,201.8,7.1,8.8792,4.38,9.8234,34.2861,2.66,3.67,49.9017,5.1094
7/18/2019,50.708,1977.9,133.4694,169.5091,200.78,7.03,9.1271,4.2,9.7161,34.451,2.7,3.67,50.4686,5.0896
7/19/2019,51.636,1964.52,133.6651,167.776,198.36,7.08,8.8884,4.32,10.1007,34.4052,2.74,3.45,49.7152,5.0896
7/22/2019,51.136,1985.63,135.4359,170.6446,202.32,7.12,9.0445,4.14,10.02,34.1213,2.71,3.55,50.8514,5.0698
7/23/2019,52.034,1994.49,136.2773,174.9675,202.36,7.23,9.0537,4.09,10.02,34.5243,2.67,3.55,51.2489,5.1193
7/24/2019,52.976,2000.81,137.6764,177.9557,204.66,7.3,9.0353,4.08,9.7698,32.5915,2.72,3.99,51.2072,5.1293
7/25/2019,45.764,1973.82,137.1579,172.6965,200.71,7.22,8.7139,3.98,9.7141,33.361,2.64,3.95,50.8023,5.6442
7/26/2019,45.608,1943.05,138.283,174.3799,199.75,7.37,8.9068,4.01,9.777,33.6999,2.68,4.01,50.979,5.664
7/29/2019,47.154,1912.45,137.9797,174.1308,195.94,7.34,8.9068,4.12,9.7501,33.4251,2.64,4.21,51.4551,5.65
7/30/2019,48.452,1898.53,137.3144,174.7584,197.04,7.43,8.5946,4.03,10.0281,33.8648,2.71,4.52,51.2342,5.47
7/31/2019,48.322,1866.78,133.3226,168.0549,194.23,7.3,8.4017,4.02,9.5618,33.5075,2.67,5.19,52.2796,5.41
8/1/2019,46.77,1855.32,135.0739,164.2699,192.73,7.27,8.3498,3.84,8.6468,32.564,2.7,4.06,51.1483,5.37
8/2/2019,46.868,1823.24,133.939,160.5546,189.02,7.14,8.2488,3.78,8.3777,32.1793,2.65,4.01,50.0661,5.4
8/5/2019,45.664,1765.13,129.3505,150.1956,181.73,6.85,8.0191,3.71,7.9203,31.7488,2.51,3.99,47.4453,5.29
8/6/2019,46.15,1787.83,131.7768,151.7494,184.51,6.78,8.1845,3.81,7.8037,31.7213,2.56,3.17,48.3434,5.35
8/7/2019,46.684,1793.4,132.3541,153.2833,185.15,6.83,8.4692,3.81,7.7408,31.6755,2.56,3.52,48.844,5.32
8/8/2019,47.66,1832.89,135.886,157.6361,190.16,7.06,8.5887,3.89,8.0549,32.1885,2.62,3.47,49.9213,5.4
8/9/2019,47.002,1807.58,134.7315,153.5722,187.85,6.96,8.5152,3.59,7.5796,31.9686,2.31,3.38,49.5099,5.41
8/12/2019,45.802,1784.92,132.853,150.853,185.37,6.84,8.1386,3.51,7.3372,31.8404,2.12,3.19,49.3843,5.31
8/13/2019,47,1824.34,135.6022,155.4348,188.45,7,8.2672,3.47,7.696,31.9045,2.14,3.31,51.4757,5.33
8/14/2019,43.924,1762.96,131.5187,149.4784,179.71,6.75,7.9824,3.32,7.3461,31.2542,1.98,3.37,49.9435,5.12
8/15/2019,43.128,1776.12,131.2242,148.1835,182.59,6.68,8.0467,3.21,7.1847,30.9061,1.98,3.41,49.6947,5.06
8/16/2019,43.988,1792.57,133.6292,158.931,183.7,6.85,8.058,3.32,7.3193,31.4374,2.01,3.63,50.8672,5.17
8/19/2019,45.366,1816.12,135.8673,170.1068,186.17,6.96,7.8795,3.38,7.5435,31.7488,2.04,3.65,51.8156,5.23
8/20/2019,45.172,1801.38,134.7384,167.2082,183.81,6.89,7.8701,3.42,7.5435,31.4557,2.05,3.64,51.8181,5.15
8/21/2019,44.166,1823.54,136.2403,170.555,183.55,7.09,7.9734,3.54,7.4,31.529,2.1,4.16,52.3797,5.17
8/22/2019,44.43,1805.6,135.2489,170.804,182.04,7.04,7.7668,3.87,7.4091,31.8129,2.03,4.13,52.3354,5.07
8/23/2019,42.28,1749.62,130.9395,161.7996,177.75,6.98,7.5602,3.65,7.1488,31.0893,1.94,4.09,49.9164,5.01
8/26/2019,43,1768.87,132.9617,164.7978,180.36,6.86,7.5133,3.82,7.1796,31.4923,1.96,4.26,50.8648,5
8/27/2019,42.816,1761.83,133.2463,161.1622,181.3,6.73,7.5696,3.7,6.864,30.8969,1.95,4.49,50.2908,4.94
8/28/2019,43.118,1764.25,133.0696,160.7434,181.76,6.81,7.6635,3.88,6.9544,31.2908,1.95,4.24,50.6283,4.89
8/29/2019,44.342,1786.4,135.5826,166.5063,185.57,6.96,7.7387,4.23,7.1796,31.4465,1.98,4.26,51.4855,4.92
8/30/2019,45.122,1776.29,135.3274,167.0148,185.67,6.87,7.7387,3.97,7.1523,31.3458,1.99,4.21,51.419,4.96
9/3/2019,45.002,1789.84,133.5408,163.6847,182.39,6.76,7.4414,3.81,6.1074,30.842,1.97,4.03,50.6702,4.87
9/4/2019,44.136,1800.62,135.1016,168.2611,187.14,6.91,7.5824,3.98,6.4409,31.1259,2,3.63,51.5299,4.91
9/5/2019,45.916,1840.72,137.4772,179.2087,190.9,7.28,7.7797,4.23,6.729,31.6664,2.03,3.7,52.5374,4.97
9/6/2019,45.49,1833.51,136.5446,178.1219,187.49,7.19,8.0615,4.31,6.5399,31.7588,2.03,3.39,52.5324,5.01
9/9/2019,46.358,1831.35,134.9936,179.9664,188.76,6.98,8.2494,4.76,6.828,32.7848,2.11,3.1,52.7566,5.02
9/10/2019,47.108,1820.55,133.5801,182.6385,186.17,7.15,8.0897,5.09,6.9993,33.2931,2.17,3.16,53.3798,5.1
9/11/2019,49.42,1822.99,133.6194,183.7851,188.49,7.51,8.1273,4.59,7.4136,34.125,2.2,3.06,55.077,5.1
9/12/2019,49.174,1843.55,134.9936,183.7253,187.47,7.41,8.1179,4.58,7.5126,34.5779,2.12,2.97,54.9526,5.24
9/13/2019,49.04,1839.34,134.7973,181.4022,187.19,7.47,8.2025,4.41,7.6209,34.9014,2.13,3.12,53.8848,5.18
9/16/2019,48.562,1807.84,133.8255,179.6773,186.22,7.59,8.024,4.35,7.7832,34.772,2.28,3.36,54.1681,5.12
9/17/2019,48.958,1822.55,134.866,180.5347,188.08,7.6,8.1179,4.33,7.5037,34.735,2.25,3.33,54.3651,5.15
9/18/2019,48.698,1817.46,135.9753,179.4479,188.14,7.52,8.0427,4.6,7.3685,35.0123,2.16,3.14,54.875,5.14
9/19/2019,49.32,1821.5,138.4784,176.4169,190.14,7.57,7.8078,4.44,7.1705,34.8182,2.11,3.06,54.4292,5.15
9/20/2019,48.124,1794.16,136.8784,172.1795,189.93,7.54,7.836,4.7,6.9632,35.0955,2.11,3.25,53.6335,5.29
9/23/2019,48.246,1785.3,136.5839,174.3231,186.82,7.51,7.7515,5.02,6.8462,35.1879,2.15,3.39,53.8774,5.18
9/24/2019,44.642,1741.61,134.8562,172.02,181.28,5.81,7.6951,5.01,6.5309,34.6888,2.1,3.22,53.6212,5.1
9/25/2019,45.74,1768.33,136.7998,177.7031,182.8,5.57,7.8172,5.2,6.828,35.1787,2.1,3.35,54.4464,5.07
9/26/2019,48.512,1739.84,136.9765,176.8158,180.11,5.45,8.0052,5.28,6.6569,34.4577,2.1,3.37,54.1656,4.99
9/27/2019,48.426,1725.45,135.1998,171.2522,177.1,5.26,8.0052,5.34,6.4228,34.6796,2.1,3.54,53.902,5.04
9/30/2019,48.174,1735.91,136.4759,173.5554,178.08,5.25,7.9018,5.52,6.5037,34.5409,2.065,3.5,55.1706,5.06
10/1/2019,48.938,1735.65,134.5519,173.4856,175.81,5.15,7.7361,5.58,6.459,34.0695,2.01,3.48,55.3233,4.91
10/2/2019,48.626,1713.23,132.1764,172.5285,174.6,5.02,7.5575,5.32,6.1256,33.8107,2,3.45,53.9365,4.82
10/3/2019,46.606,1724.42,133.7764,180.774,179.38,5.1,7.5481,5.42,6.6741,33.4965,2.01,3.45,54.3947,4.84
10/4/2019,46.286,1739.65,135.5826,181.4321,180.45,5.16,7.7361,5.55,6.7472,34.0695,2.02,3.47,55.9195,4.89
10/7/2019,47.544,1732.66,134.601,183.7851,179.68,5.1,7.5105,5.49,6.793,34.162,2.02,3.48,55.9318,4.91
10/8/2019,48.01,1705.51,133.1776,176.7061,177.75,4.89,7.4635,5.23,6.5461,33.9863,2.01,3.55,55.2765,4.9
10/9/2019,48.906,1721.99,135.7004,180.1758,179.85,4.97,7.5857,4.99,6.4272,34.0326,2.03,3.65,55.9244,4.91
10/10/2019,48.948,1720.26,136.5446,182.4889,180.03,5.06,7.5857,5.05,6.6649,34.2267,2.07,3.69,56.6782,4.94
10/11/2019,49.578,1731.92,137.114,185.4402,184.19,5.32,7.7643,5.37,6.9667,34.4762,2.1,3.7,58.1857,5.02
10/14/2019,51.392,1736.43,136.9863,185.9786,183.28,5.22,7.7737,5.58,6.5552,34.4115,2.09,3.65,58.102,4.95
10/15/2019,51.578,1767.38,138.9741,195.7895,188.89,5.24,7.7549,5.61,6.7106,34.772,2.1,3.48,57.9665,5.01
10/16/2019,51.95,1777.43,137.8305,193.6359,189.55,5.11,7.8583,5.88,6.3631,35.0955,2.27,3.61,57.7325,5.09
10/17/2019,52.394,1787.48,137.1238,193.7156,190.39,5.21,7.7643,6.03,6.4091,35.2526,2.3,3.63,57.9566,5.23
10/18/2019,51.39,1757.51,134.8857,189.9269,185.85,5.08,7.7737,5.94,6.3265,35.2988,2.24,3.47,58.235,5.2
10/21/2019,50.7,1785.66,135.8869,195.4306,189.76,5.21,7.8583,5.93,6.3906,35.7055,2.22,3.47,59.2449,5.2
10/22/2019,51.116,1765.73,133.8648,195.0317,182.34,5.15,8.1685,6.39,6.5279,36.1215,2.22,3.29,59.1094,5.18
10/23/2019,50.936,1762.17,134.7188,194.5133,186.15,5.21,8.4129,6.43,6.1803,36.2509,2.23,3.33,59.9026,5.11
10/24/2019,59.936,1780.78,137.3692,196.278,186.38,5.17,8.4599,6.42,6.5369,33.7922,2.18,3.38,60.0012,3.9
10/25/2019,65.626,1761.33,138.1447,203.9353,187.89,5.22,8.5445,6.35,6.5682,34.1527,2.21,3.2,60.7402,3.78
10/28/2019,65.542,1777.08,141.5411,206.1787,189.4,5.29,8.7137,6.19,6.7977,34.7073,2.23,3.04,61.3486,3.59
10/29/2019,63.244,1762.71,140.2061,202.3201,189.31,5.27,8.5727,5.81,6.7429,35.2896,2.24,2.93,59.9297,3.55
10/30/2019,63.002,1779.99,141.9534,202.3999,188.25,5.29,8.6291,5.73,6.7335,35.04,2.23,2.82,59.9223,3.65
10/31/2019,62.984,1776.66,140.7362,200.4258,191.65,5.26,8.4881,5.44,6.6418,34.7443,2.25,2.53,61.2772,3.65
11/1/2019,62.662,1791.44,141.0797,201.9911,193.62,5.49,8.5196,5.84,6.9542,34.809,2.29,2.74,63.0162,3.66
11/4/2019,63.494,1804.66,141.8945,209.8777,194.72,5.61,8.482,5.85,6.9816,35.1694,2.33,2.77,63.4301,3.61
11/5/2019,63.444,1801.71,141.8061,208.9904,194.32,5.53,8.6418,5.91,6.9173,35.2988,2.41,2.51,63.3389,3.54
11/6/2019,65.316,1795.77,141.4135,207.0162,191.55,5.55,8.4255,6.09,6.7244,35.1879,2.42,2.46,63.366,3.59
11/7/2019,67.108,1788.2,141.6098,207.7241,190.42,5.53,8.3879,6.22,6.761,35.077,2.34,3.13,64.0974,3.57
11/8/2019,67.428,1785.88,143.2786,207.1658,190.84,5.54,8.1622,6.09,6.9542,34.9106,2.24,3.09,64.2728,3.57
11/11/2019,69.018,1771.65,143.4258,207.5646,189.61,5.56,8.1905,6.02,6.6967,34.6333,2.23,2.88,64.7817,3.53
11/12/2019,69.986,1778,144.3682,208.9904,194.47,5.63,8.0306,5.92,6.7244,34.6056,2.16,2.73,64.7224,3.51
11/13/2019,69.222,1753.11,144.6038,207.9534,193.19,5.52,7.9554,5.94,6.6874,34.5686,2.08,2.6,65.3426,3.47
11/14/2019,69.87,1754.6,145.34,209.1698,193.15,5.38,7.9366,5.98,6.5221,34.6611,2.07,2.98,64.8905,3.37
11/15/2019,70.434,1739.49,147.2149,203.5864,195.1,5.48,8.0494,5.88,6.5957,34.5594,2.08,2.74,65.6613,3.45
11/18/2019,69.998,1752.53,147.5781,211.6525,197.4,5.29,7.9084,5.62,6.8528,34.1065,2.03,2.59,65.9924,3.45
11/19/2019,71.904,1752.79,147.6272,207.3751,199.32,5.35,7.8049,5.5,6.8439,34.0603,2,2.58,65.7923,3.43
11/20/2019,70.444,1745.53,147.3711,210.5557,197.51,5.26,7.7861,5.46,6.761,33.9124,2,2.51,65.0263,3.35
11/21/2019,70.966,1734.71,147.2332,209.5587,197.93,5.34,7.9084,5.5,6.8991,33.8662,1.99,2.65,64.7348,3.38
11/22/2019,66.608,1745.72,147.3416,210.2666,198.82,5.6,7.9742,5.66,7.2937,33.9679,1.96,2.74,64.678,3.43
11/25/2019,67.268,1773.84,148.9569,220.5561,199.79,5.48,7.8331,6.03,7.5787,34.4115,1.93,2.58,65.812,3.47
11/26/2019,65.784,1796.94,149.7449,216.3585,198.97,5.54,7.6262,6.1,7.5178,33.8754,1.88,2.68,65.2981,3.43
11/27/2019,66.258,1818.51,150.0305,217.7554,202,5.6,7.6733,6.35,7.4718,33.9124,1.92,2.74,66.1752,3.46
11/29/2019,65.988,1800.8,149.1047,216.2587,201.64,5.57,7.6545,6.34,7.3702,33.7183,1.95,2.75,66.0294,3.5
12/2/2019,66.974,1781.6,147.3022,208.7854,199.7,5.5,7.8555,6.17,7.7576,33.5704,1.92,2.86,65.266,3.46
12/3/2019,67.24,1769.96,147.0658,207.1989,198.82,5.38,7.8649,6.12,6.9274,33.404,1.86,2.77,64.1023,3.47
12/4/2019,66.606,1760.69,147.5977,208.955,198.71,5.42,8.1001,6.43,7.3243,33.6721,1.86,2.8,64.6681,3.45
12/5/2019,66.074,1740.48,147.6764,208.2765,199.36,5.37,8.166,6.4,7.3243,33.8015,1.89,3.02,65.6168,3.48
12/6/2019,67.178,1751.6,149.4691,211.6989,201.05,5.41,8.1189,6.68,7.5086,33.8292,1.92,2.875,66.8843,3.48
12/9/2019,67.906,1749.51,149.085,211.6989,201.34,5.44,8.2789,6.33,7.8497,33.7691,1.9,2.91,65.9479,3.42
12/10/2019,69.768,1739.21,148.8584,213.5049,200.87,5.38,8.1377,6.51,7.8867,33.8754,1.94,2.89,66.3333,3.42
12/11/2019,70.54,1748.72,149.4198,216.8574,202.26,5.54,8.0813,5.53,8.1451,33.8246,1.94,2.86,66.8991,3.47
12/12/2019,71.936,1760.33,150.9367,223.5725,196.75,5.67,8.166,5.58,8.1726,34.4259,1.98,2.81,67.0696,3.57
12/13/2019,71.678,1760.94,152.2073,223.4926,194.11,5.66,8.2865,5.45,7.9513,34.2394,1.96,2.83,67.9813,3.52
12/16/2019,76.3,1769.21,153.1923,224.6501,197.92,5.72,8.2488,5.5,7.647,34.7335,2,2.875,69.145,3.59
12/17/2019,75.798,1790.66,152.3649,227.7831,198.39,5.71,8.2865,6.06,7.7946,35.1996,2.38,3.095,69.2809,3.6
12/18/2019,78.63,1784.03,152.0497,229.0004,202.5,5.65,8.456,6.16,7.8406,35.3441,2.38,3.24,69.1154,3.6
12/19/2019,80.808,1792.28,153.3696,234.9372,206.06,5.81,8.4654,6.06,7.7207,35.3953,2.29,3.25,69.1845,3.59
12/20/2019,81.118,1786.5,155.044,238.8385,206.3,6.53,8.3147,5.99,7.5916,35.7216,2.23,3.37,69.0412,3.61
12/23/2019,83.844,1793,155.044,238.2897,206.18,6.47,8.4277,5.61,7.5731,35.4233,2.32,3.52,70.1679,3.64
12/24/2019,85.05,1789.21,155.0145,238.0902,205.12,6.36,8.4089,5.44,7.7486,35.5258,2.35,3.46,70.2346,3.63
12/26/2019,86.188,1868.77,156.2851,238.6589,207.79,6.43,8.6161,5.4,7.7116,35.3767,2.27,3.46,71.6281,3.62
12/27/2019,86.076,1869.8,156.5707,236.344,208.1,6.45,8.5784,5.9,7.5823,35.3021,2.16,3.22,71.6009,3.63
12/30/2019,82.94,1846.89,155.2213,231.8041,204.41,6.42,8.6161,6.13,7.6839,35.2555,2.3,3.05,72.0258,3.69
12/31/2019,83.666,1847.84,155.3297,234.7775,205.25,6.42,8.6161,6.08,7.7486,35.2275,2.34,3.04,72.5521,3.71
1/2/2020,86.052,1898.01,158.2058,239.3773,209.78,6.52,8.836,6.31,7.284,34.9479,2.39,3.07,74.2075,3.87
1/3/2020,88.602,1874.97,156.2358,235.5458,208.67,6.46,8.7607,5.88,7.2654,34.7801,2.56,3.07,73.486,3.81
1/6/2020,90.308,1902.88,156.6397,236.5336,212.6,6.68,8.5723,5.85,7.2373,34.603,2.76,3.21,74.0716,3.94
